n 	 k 	 h[J] 	 h[eV] 
54	65	8.286727394599455e-14	517215.755695331
55	65	8.289189439362203e-14	517369.4241197745
56	65	8.29167907450916e-14	517524.8145969341
57	65	8.294196282021392e-14	517681.9260021591
58	65	8.296741043315513e-14	517840.75717556785
59	65	8.299313339276404e-14	518001.3069240912
60	65	8.301913150280232e-14	518163.5740229083
61	65	8.304540456222447e-14	518327.55721719447
62	65	8.307195236538884e-14	518493.2552234383
63	65	8.309877470228847e-14	518660.66673088213
64	65	8.312587135872551e-14	518829.7904026109
65	65	8.315324211651963e-14	519000.62487685296
66	65	8.318088675369741e-14	519173.1687681622
67	65	8.320880504454357e-14	519347.4206677375
68	65	8.323699675986768e-14	519523.37914508785
69	65	8.326546166710598e-14	519701.0427486673
70	65	8.329419953041799e-14	519880.41000647866
71	65	8.332321011082242e-14	520061.47942692094
72	65	8.335249316628204e-14	520244.24949931994
73	65	8.338204845186275e-14	520428.71869492036
74	65	8.341187571978055e-14	520614.8854671794
75	65	8.344197471951124e-14	520802.7482524513
76	65	8.347234519790798e-14	520992.30547072104
77	65	8.350298689934708e-14	521183.55552651436
78	65	8.353389956567587e-14	521376.4968085725
79	65	8.356508293633773e-14	521571.1276906323
1	66	8.194921982148152e-14	511485.7245845131
2	66	8.196282932773474e-14	511570.668262834
3	66	8.197530297980623e-14	511648.5225118666
4	66	8.198739671400791e-14	511724.00550504884
5	66	8.199938194492354e-14	511798.81127540936
6	66	8.201139087992499e-14	511873.7649947259
7	66	8.202349873107202e-14	511949.3360987656
8	66	8.203575260265741e-14	512025.81858878164
9	66	8.204818400393838e-14	512103.4091296757
10	66	8.20608150507305e-14	512182.2457572214
11	66	8.207366184580041e-14	512262.4289767717
12	66	8.208673645737712e-14	512344.03411212924
13	66	8.210004814312267e-14	512427.1189449542
14	66	8.211360414179781e-14	512511.7286559426
15	66	8.21274102043028e-14	512597.89913931524
16	66	8.214147096102061e-14	512685.6592955886
17	66	8.215579018254342e-14	512775.0326588987
18	66	8.217037096898214e-14	512866.03857857507
19	66	8.218521589002568e-14	512958.6930933208
20	66	8.220032709046169e-14	513053.0095898194
21	66	8.221570637079023e-14	513148.99930588464
22	66	8.223135524970456e-14	513246.67172043445
23	66	8.224727501308193e-14	513346.03485926636
24	66	8.226346675286255e-14	513447.0955377208
25	66	8.227993139814606e-14	513549.85955476953
26	66	8.229666974034641e-14	513654.33185001946
27	66	8.231368245363e-14	513760.51663127745
28	66	8.233097011177179e-14	513868.4174797575
29	66	8.234853320210078e-14	513978.0374371218
30	66	8.236637213706768e-14	514089.37907767965
31	66	8.238448726390308e-14	514202.4445686695
32	66	8.240287887280061e-14	514317.2357213335
33	66	8.242154720388174e-14	514433.75403438904
34	66	8.244049245303406e-14	514552.0007304676
35	66	8.245971477695247e-14	514671.9767875799
36	66	8.247921429746158e-14	514793.6829660936
37	66	8.249899110525883e-14	514917.1198320965
38	66	8.251904526312362e-14	515042.2877774259
39	66	8.25393768087276e-14	515169.1870372093
40	66	8.255998575705894e-14	515297.81770499534
41	66	8.258087210259589e-14	515428.17974631995
42	66	8.26020358211722e-14	515560.27301034966
43	66	8.262347687159458e-14	515694.09723997663
44	66	8.264519519717583e-14	515829.65208138805
45	66	8.266719072700924e-14	515966.9370920199
46	66	8.268946337705418e-14	516105.95174733293
47	66	8.271201305123097e-14	516246.69544764614
48	66	8.273483964228971e-14	516389.1675235599
49	66	8.275794303266022e-14	516533.3672412602
50	66	8.27813230951904e-14	516679.2938071278
51	66	8.28049796937943e-14	516826.9463717828
52	66	8.282891268402203e-14	516976.32403364184
53	66	8.28531219136353e-14	517127.4258425102
54	66	8.287760722308651e-14	517280.2508025722
55	66	8.290236844595581e-14	517434.79787511897
56	66	8.29274054093494e-14	517591.0659810346
57	66	8.295271793429056e-14	517749.0540032366
58	66	8.297830583600661e-14	517908.7607884671
59	66	8.300416892429658e-14	518070.1851495873
60	66	8.303030700376851e-14	518233.32586705935
61	66	8.305671987410849e-14	518398.18169062457
62	66	8.308340733032833e-14	518564.7513408502
63	66	8.311036916296829e-14	518733.0335103939
64	66	8.313760515831867e-14	518903.0268653876
65	66	8.316511509857405e-14	519074.73004639964
66	66	8.319289876209352e-14	519248.14167005906
67	66	8.322095592346219e-14	519423.2603294398
68	66	8.324928635365955e-14	519600.0845951113
69	66	8.327788982027636e-14	519778.6130164923
70	66	8.330676608757579e-14	519958.84412223217
71	66	8.333591491664261e-14	520140.7764211425
72	66	8.33653360654682e-14	520324.4084027275
73	66	8.339502928907388e-14	520509.7385379538
74	66	8.342499433964142e-14	520696.7652800648
75	66	8.345523096654846e-14	520885.4870648021
76	66	8.348573891649083e-14	521075.9023111687
77	66	8.351651793363128e-14	521268.00942235754
78	66	8.354756775966808e-14	521461.8067861793
79	66	8.357888813381645e-14	521657.29277494695
1	67	8.195144744441877e-14	511499.62828408025
2	67	8.19653018020837e-14	511586.1002014986
3	67	8.197798676356805e-14	511665.2733373781
4	67	8.19902753140464e-14	511741.97227556456
5	67	8.200244518957861e-14	511817.9305045539
6	67	8.201463176554655e-14	511893.9929692453
7	67	8.202691210376855e-14	511970.6406506669
8	67	8.2039334495437e-14	512048.17495810083
9	67	8.205193126212172e-14	512126.79762649466
10	67	8.20647251023463e-14	512206.6503285917
11	67	8.20777325521362e-14	512287.836273928
12	67	8.209096601109136e-14	512370.43285455665
13	67	8.210443499617193e-14	512454.49947054597
14	67	8.21181469529018e-14	512540.0825931032
15	67	8.213210779968281e-14	512627.2191619094
16	67	8.214632230442684e-14	512715.9389358676
17	67	8.216079435196586e-14	512806.26616214076
18	67	8.21755271382576e-14	512898.220788286
19	67	8.219052331412786e-14	512991.8193594219
20	67	8.220578509357334e-14	513087.0756942
21	67	8.222131433654824e-14	513184.0014015169
22	67	8.223711261313296e-14	513282.6062810231
23	67	8.225318125386066e-14	513382.89863723586
24	67	8.22695213896737e-14	513484.8855289275
25	67	8.228613398388782e-14	513588.57296862913
26	67	8.23030198580646e-14	513693.96608411416
27	67	8.232017971303919e-14	513801.0692496423
28	67	8.233761414622892e-14	513909.8861939914
29	67	8.235532366599745e-14	514020.4200901113
30	67	8.237330870357305e-14	514132.6736295114
31	67	8.239156962299517e-14	514246.6490843424
32	67	8.241010672952183e-14	514362.34835987113
33	67	8.242892027679572e-14	514479.7730392073
34	67	8.244801047289727e-14	514598.92442108423
35	67	8.246737748551007e-14	514719.8035520982
36	67	8.248702144637926e-14	514842.41125453607
37	67	8.250694245517621e-14	514966.7481504963
38	67	8.252714058280274e-14	515092.8146825122
39	67	8.254761587430103e-14	515220.61113171454
40	67	8.256836835134543e-14	515350.13763338345
41	67	8.258939801447208e-14	515481.39419086545
42	67	8.261070484503307e-14	515614.38068776956
43	67	8.263228880685422e-14	515749.0968983149
44	67	8.265414984777749e-14	515885.54249695723
45	67	8.267628790104204e-14	516023.71706700895
46	67	8.269870288638766e-14	516163.62010752637
47	67	8.272139471115036e-14	516305.25104014756
48	67	8.274436327120399e-14	516448.60921496956
49	67	8.276760845179572e-14	516593.69391576305
50	67	8.279113012833479e-14	516740.5043648953
51	67	8.281492816706716e-14	516889.039727541
52	67	8.28390024256631e-14	517039.2991153497
53	67	8.286335275378931e-14	517191.2815900168
54	67	8.288797899361813e-14	517344.98616646155
55	67	8.291288098029168e-14	517500.4118157241
56	67	8.293805854231083e-14	517657.55746739334
57	67	8.296351150195669e-14	517816.4220122376
58	67	8.298923967558486e-14	517977.0043040411
59	67	8.301524287398457e-14	518139.30316184554
60	67	8.304152090265982e-14	518303.3173717049
61	67	8.306807356207591e-14	518469.04568822426
62	67	8.309490064793889e-14	518636.48683630355
63	67	8.312200195138158e-14	518805.6395122994
64	67	8.314937725921902e-14	518976.50238561846
65	67	8.317702635408352e-14	519149.0740995614
66	67	8.320494901466994e-14	519323.35327285284
67	67	8.323314501590461e-14	519499.3385006966
68	67	8.326161412900105e-14	519677.0283551227
69	67	8.329035612171673e-14	519856.42138659034
70	67	8.331937075844943e-14	520037.5161245892
71	67	8.334865780036753e-14	520220.3110784527
72	67	8.337821700552759e-14	520404.80473809177
73	67	8.340804812894047e-14	520590.9955744078
74	67	8.343815092275973e-14	520778.8820404682
75	67	8.346852513630948e-14	520968.4625716803
76	67	8.349917051619293e-14	521159.7355864693
77	67	8.353008680637456e-14	521352.6994867902
78	67	8.35612737483849e-14	521547.3526594072
79	67	8.359273108126251e-14	521743.6934755303
1	68	8.195370553834236e-14	511513.72216818563
2	68	8.196780568753551e-14	511601.72819243476
3	68	8.1980702672284e-14	511682.2246706612
4	68	8.199318662917368e-14	511760.14323717484
5	68	8.200554165623536e-14	511837.2570886877
6	68	8.201790631834305e-14	511914.43107730127
7	68	8.203035954029965e-14	511992.1578118542
8	68	8.204295080911874e-14	512070.7461653418
9	68	8.205571326508545e-14	512150.4029827201
10	68	8.206867019423699e-14	512231.27360369614
11	68	8.208183856958919e-14	512313.46396527975
12	68	8.20952311250874e-14	512397.05354633933
13	68	8.210885763941262e-14	512482.103380473
14	68	8.212272576685857e-14	512568.6612419239
15	68	8.21368415950164e-14	512656.7651263678
16	68	8.215121003076251e-14	512746.44566005387
17	68	8.216583507440417e-14	512837.7278108837
18	68	8.218072001881621e-14	512930.63213132235
19	68	8.219586759689919e-14	513025.1756787576
20	68	8.221128009268377e-14	513121.3727089576
21	68	8.222695942630929e-14	513219.23520646425
22	68	8.224290721989394e-14	513318.77329572174
23	68	8.22591248492124e-14	513419.9955636221
24	68	8.22756134847335e-14	513522.9093156418
25	68	8.229237412446419e-14	513627.5207808373
26	68	8.230940762053862e-14	513733.83527780033
27	68	8.23267147008509e-14	513841.85734967917
28	68	8.234429598682312e-14	513951.59087507724
29	68	8.236215200818006e-14	514063.03916026955
30	68	8.238028321522198e-14	514176.2050158034
31	68	8.239868998907077e-14	514291.09082044946
32	68	8.2417372650309e-14	514407.69857512263
33	68	8.243633146633429e-14	514526.0299487841
34	68	8.245556665763324e-14	514646.0863176
35	68	8.247507840308074e-14	514767.8687980173
36	68	8.249486684453283e-14	514891.37827542995
37	68	8.251493209080709e-14	515016.6154290223
38	68	8.253527422109193e-14	515143.58075304853
39	68	8.255589328794716e-14	515272.2745755605
40	68	8.257678931987954e-14	515402.69707448315
41	68	8.259796232361898e-14	515534.848291821
42	68	8.261941228615112e-14	515668.7281463451
43	68	8.264113917644642e-14	515804.33644438465
44	68	8.266314294699645e-14	515941.67288941605
45	68	8.268542353527225e-14	516080.73709116486
46	68	8.270798086489722e-14	516221.528572927
47	68	8.273081484671639e-14	516364.0467782421
48	68	8.275392537981341e-14	516508.29107724107
49	68	8.277731235234388e-14	516654.2607718476
50	68	8.28009756423548e-14	516801.9551008925
51	68	8.282491511848994e-14	516951.37324451644
52	68	8.284913064061275e-14	517102.5143280577
53	68	8.287362206036643e-14	517255.3774255479
54	68	8.28983892217073e-14	517409.96156304097
55	68	8.292343196139444e-14	517566.2657216695
56	68	8.294875010938994e-14	517724.2888401424
57	68	8.297434348927624e-14	517884.0298173504
58	68	8.300021191859934e-14	518045.4875145073
59	68	8.302635520918819e-14	518208.66075714456
60	68	8.305277316748447e-14	518373.5483371685
61	68	8.307946559478527e-14	518540.1490143759
62	68	8.310643228752662e-14	518708.4615182228
63	68	8.313367303748477e-14	518878.4845490817
64	68	8.316118763202611e-14	519050.2167798007
65	68	8.318897585428226e-14	519223.65685679676
66	68	8.321703748331807e-14	519398.80340110394
67	68	8.324537229440414e-14	519575.65501007467
68	68	8.327398005905709e-14	519754.2102576308
69	68	8.330286054523063e-14	519934.4676954564
70	68	8.333201351748494e-14	520116.4258540547
71	68	8.3361438737095e-14	520300.0832434246
72	68	8.3391135962199e-14	520485.4383539865
73	68	8.342110494784886e-14	520672.48965689784
74	68	8.345134544617458e-14	520861.2356050792
75	68	8.348185720646953e-14	521051.67463374604
76	68	8.351263997528892e-14	521243.80516102386
77	68	8.354369349647009e-14	521437.6255880743
78	68	8.357501751135175e-14	521633.13430046407
79	68	8.360661175882652e-14	521830.3296684924
1	69	8.1955994087564e-14	511528.0061389108
2	69	8.197034095988383e-14	511617.55208455876
3	69	8.198345067577747e-14	511699.37632336863
4	69	8.199613062464606e-14	511778.51817302714
5	69	8.200867130652228e-14	511856.7907883152
6	69	8.202121449700352e-14	511935.0790610513
7	69	8.203384099694643e-14	512013.88730945607
8	69	8.204660149800027e-14	512093.5319252535
9	69	8.205952996549087e-14	512174.22490288777
10	69	8.207265027771651e-14	512256.115278661
11	69	8.208597984836937e-14	512339.3117400627
12	69	8.209953174867852e-14	512423.8958711163
13	69	8.211331602143975e-14	512509.9303538913
14	69	8.212734053169895e-14	512597.46427803964
15	69	8.214161153790438e-14	512686.53670564096
16	69	8.215613408731568e-14	512777.17913914594
17	69	8.217091229693653e-14	512869.41727481637
18	69	8.218594955761723e-14	512963.2722766308
19	69	8.220124868525982e-14	513058.76172003034
20	69	8.221681203474537e-14	513155.90030299575
21	69	8.223264158712114e-14	513254.70039022545
22	69	8.22487390171867e-14	513355.1724349742
23	69	8.226510574653752e-14	513457.3253101245
24	69	8.228174298568777e-14	513561.1665710954
25	69	8.229865176780657e-14	513666.7026664081
26	69	8.231583297602302e-14	513773.93910810904
27	69	8.23332873656739e-14	513882.88061062986
28	69	8.235101558254434e-14	513993.53120463586
29	69	8.236901817804598e-14	514105.89433176036
30	69	8.238729562184417e-14	514219.9729234179
31	69	8.240584831241264e-14	514335.76946668065
32	69	8.242467658591365e-14	514453.28605970397
33	69	8.244378072373656e-14	514572.52445877844
34	69	8.246316095898392e-14	514693.48611881264
35	69	8.248281748192209e-14	514816.1722273533
36	69	8.250275044470713e-14	514940.5837340819
37	69	8.252295996547425e-14	515066.72137633886
38	69	8.25434461318625e-14	515194.5857011228
39	69	8.256420900409567e-14	515324.1770843206
40	69	8.258524861765434e-14	515455.4957473838
41	69	8.260656498560095e-14	515588.5417718418
42	69	8.262815810067185e-14	515723.3151123585
43	69	8.265002793709613e-14	515859.81560808484
44	69	8.267217445214165e-14	515998.0429923083
45	69	8.269459758760448e-14	516137.99690174934
46	69	8.27172972710828e-14	516279.67688451236
47	69	8.274027341703017e-14	516423.0824066595
48	69	8.276352592782044e-14	516568.2128588576
49	69	8.278705469460804e-14	516715.0675617474
50	69	8.281085959815836e-14	516863.64577112655
51	69	8.283494050958168e-14	517013.9466825306
52	69	8.285929729100012e-14	517165.96943539503
53	69	8.288392979610456e-14	517319.7131165322
54	69	8.290883787070327e-14	517475.1767635551
55	69	8.29340213532259e-14	517632.35936802294
56	69	8.29594800751593e-14	517791.2598781616
57	69	8.298521386143822e-14	517951.8772013021
58	69	8.301122253084905e-14	518114.21020640037
59	69	8.303750589631942e-14	518278.2577258449
60	69	8.306406376526803e-14	518444.0185576404
61	69	8.30908959398751e-14	518611.49146709545
62	69	8.311800221734372e-14	518780.675188454
63	69	8.31453823901426e-14	518951.56842641026
64	69	8.3173036246221e-14	519124.1698574505
65	69	8.320096356924897e-14	519298.4781313521
66	69	8.322916413872762e-14	519474.49187187216
67	69	8.32576377302694e-14	519652.20967849676
68	69	8.328638411573588e-14	519831.6301273008
69	69	8.331540306332687e-14	520012.7517715043
70	69	8.334469433779216e-14	520195.57314279396
71	69	8.337425770054625e-14	520380.0927520394
72	69	8.340409290981522e-14	520566.3090902097
73	69	8.34341997207355e-14	520754.22062898986
74	69	8.346457788543911e-14	520943.8258213129
75	69	8.34952271532024e-14	521135.1231022881
76	69	8.352614727054175e-14	521328.11088979855
77	69	8.355733798124915e-14	521522.78758472303
78	69	8.358879902649345e-14	521719.1515715678
79	69	8.362053014501799e-14	521917.20121970057
1	70	8.195831307667034e-14	511542.48010005336
2	70	8.197290759536906e-14	511633.57172957505
3	70	8.198623074442565e-14	511716.72811060963
4	70	8.199910726634473e-14	511797.096870169
5	70	8.201183410274023e-14	511876.53136813734
6	70	8.202455626092014e-14	511955.936667042
7	70	8.203735643071095e-14	512035.8288751012
8	70	8.205028651710822e-14	512116.5319571348
9	70	8.206338131672846e-14	512198.26309608447
10	70	8.207666530482146e-14	512281.17505412287
11	70	8.209015633939798e-14	512365.3792919521
12	70	8.210386783187392e-14	512450.95951687027
13	70	8.211781009152504e-14	512537.98007418046
14	70	8.213199119610866e-14	512626.4913811723
15	70	8.214641757657805e-14	512716.5335766147
16	70	8.216109442197879e-14	512808.1390479147
17	70	8.217602596721736e-14	512901.3342272239
18	70	8.219121570216694e-14	512996.1408965718
19	70	8.220666652664646e-14	513092.5771551665
20	70	8.222238086719549e-14	513190.65814824484
21	70	8.223836076648417e-14	513290.3966251243
22	70	8.225460795263022e-14	513391.80337184476
23	70	8.227112389362276e-14	513494.88755085424
24	70	8.228790984053504e-14	513599.65697072144
25	70	8.230496686216454e-14	513706.11830234143
26	70	8.23222958730555e-14	513814.27725383855
